"official_district";"district";"gender";"nationality";"age";"quantity"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"45_50";"805"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"50_55";"686"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"55_60";"659"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"60_65";"810"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"65_70";"818"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"70_75";"862"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"75_80";"539"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"80_85";"411"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"85_90";"374"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"90_95";"200"
"Charlottenburg-Wilmersdorf";"Schmargendorf";"f";"D";"95 und älter";"89"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"00_05";"22"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"05_10";"28"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"10_15";"27"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"15_20";"38"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"20_25";"58"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"25_30";"76"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"30_35";"72"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"35_40";"89"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"40_45";"102"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"45_50";"111"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"50_55";"85"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"55_60";"59"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"60_65";"88"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"65_70";"37"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"70_75";"43"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"75_80";"13"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"80_85";"15"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"85_90";"13"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"A";"90_95";"3"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"00_05";"180"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"05_10";"206"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"10_15";"163"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"15_20";"183"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"20_25";"157"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"25_30";"161"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"30_35";"154"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"35_40";"183"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"40_45";"304"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"45_50";"368"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"50_55";"333"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"55_60";"306"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"60_65";"354"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"65_70";"438"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"70_75";"480"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"75_80";"253"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"80_85";"141"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"85_90";"72"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"90_95";"22"
"Charlottenburg-Wilmersdorf";"Grunewald";"m";"D";"95 und älter";"10"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"00_05";"15"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"05_10";"16"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"10_15";"31"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"15_20";"27"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"20_25";"131"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"25_30";"104"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"30_35";"107"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"35_40";"106"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"40_45";"110"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"45_50";"83"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"50_55";"79"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"55_60";"76"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"60_65";"71"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"65_70";"40"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"70_75";"25"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"75_80";"15"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"80_85";"18"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"85_90";"15"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"90_95";"6"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"A";"95 und älter";"3"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"00_05";"184"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"05_10";"149"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"10_15";"155"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"15_20";"173"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"20_25";"163"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"25_30";"178"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"30_35";"184"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"35_40";"236"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"40_45";"328"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"45_50";"368"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"50_55";"313"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"55_60";"369"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"60_65";"395"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"65_70";"532"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"70_75";"478"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"75_80";"303"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"80_85";"198"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"85_90";"216"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"90_95";"117"
"Charlottenburg-Wilmersdorf";"Grunewald";"f";"D";"95 und älter";"67"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"00_05";"64"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"05_10";"54"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"10_15";"59"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"15_20";"96"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"20_25";"294"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"25_30";"367"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"30_35";"311"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"35_40";"282"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"40_45";"250"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"45_50";"229"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"50_55";"199"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"55_60";"158"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"60_65";"153"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"65_70";"126"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"70_75";"78"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"75_80";"60"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"80_85";"18"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"85_90";"22"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"90_95";"6"
"Charlottenburg-Wilmersdorf";"Westend";"m";"A";"95 und älter";"3"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"00_05";"583"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"05_10";"630"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"10_15";"663"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"15_20";"660"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"20_25";"801"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"25_30";"739"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"30_35";"741"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"35_40";"667"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"40_45";"962"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"45_50";"1375"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"50_55";"1131"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"55_60";"1009"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"60_65";"1125"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"65_70";"1299"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"70_75";"1422"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"75_80";"810"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"80_85";"452"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"85_90";"205"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"90_95";"78"
"Charlottenburg-Wilmersdorf";"Westend";"m";"D";"95 und älter";"9"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"00_05";"59"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"05_10";"68"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"10_15";"57"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"15_20";"105"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"20_25";"328"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"25_30";"385"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"30_35";"326"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"35_40";"291"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"40_45";"270"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"45_50";"204"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"50_55";"164"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"55_60";"163"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"60_65";"145"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"65_70";"92"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"70_75";"56"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"75_80";"34"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"80_85";"50"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"85_90";"26"
"Charlottenburg-Wilmersdorf";"Westend";"f";"A";"90_95";"9"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"00_05";"519"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"05_10";"620"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"10_15";"629"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"15_20";"612"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"20_25";"678"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"25_30";"671"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"30_35";"692"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"35_40";"750"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"40_45";"1145"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"45_50";"1410"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"50_55";"1107"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"55_60";"1126"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"60_65";"1474"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"65_70";"1534"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"70_75";"1752"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"75_80";"1059"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"80_85";"729"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"85_90";"558"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"90_95";"295"
"Charlottenburg-Wilmersdorf";"Westend";"f";"D";"95 und älter";"119"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"00_05";"45"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"05_10";"30"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"10_15";"72"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"15_20";"72"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"20_25";"95"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"25_30";"120"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"30_35";"192"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"35_40";"207"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"40_45";"170"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"45_50";"138"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"50_55";"138"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"55_60";"76"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"60_65";"72"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"65_70";"69"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"70_75";"59"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"75_80";"18"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"80_85";"12"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"85_90";"9"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"A";"90_95";"6"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"00_05";"366"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"05_10";"321"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"10_15";"294"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"15_20";"283"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"20_25";"408"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"25_30";"436"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"30_35";"453"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"35_40";"326"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"40_45";"468"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"45_50";"552"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"50_55";"498"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"55_60";"462"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"60_65";"434"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"65_70";"401"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"70_75";"491"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"75_80";"366"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"80_85";"205"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"85_90";"93"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"90_95";"35"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"m";"D";"95 und älter";"9"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"00_05";"34"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"05_10";"37"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"10_15";"49"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"15_20";"54"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"20_25";"94"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"25_30";"174"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"30_35";"200"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"35_40";"217"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"40_45";"176"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"45_50";"128"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"50_55";"89"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"55_60";"114"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"60_65";"106"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"65_70";"57"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"70_75";"43"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"75_80";"12"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"80_85";"12"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"85_90";"6"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"A";"90_95";"12"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"00_05";"357"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"05_10";"288"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"10_15";"266"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"15_20";"270"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"20_25";"404"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"25_30";"462"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"30_35";"399"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"35_40";"346"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"40_45";"426"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"45_50";"509"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"50_55";"551"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"55_60";"494"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"60_65";"496"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"65_70";"446"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"70_75";"700"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"75_80";"577"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"80_85";"412"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"85_90";"271"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"90_95";"117"
"Charlottenburg-Wilmersdorf";"Charlottenburg-Nord";"f";"D";"95 und älter";"36"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"00_05";"9"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"05_10";"15"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"10_15";"34"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"15_20";"29"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"20_25";"71"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"25_30";"90"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"30_35";"108"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"35_40";"117"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"40_45";"108"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"45_50";"97"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"50_55";"133"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"55_60";"67"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"60_65";"68"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"65_70";"40"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"70_75";"43"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"75_80";"21"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"80_85";"6"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"A";"85_90";"12"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"00_05";"216"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"05_10";"187"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"10_15";"173"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"15_20";"174"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"20_25";"247"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"25_30";"309"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"30_35";"295"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"35_40";"271"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"40_45";"389"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"45_50";"473"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"50_55";"422"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"55_60";"353"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"60_65";"389"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"65_70";"383"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"70_75";"332"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"75_80";"166"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"80_85";"81"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"85_90";"34"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"90_95";"9"
"Charlottenburg-Wilmersdorf";"Halensee";"m";"D";"95 und älter";"6"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"00_05";"12"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"05_10";"7"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"10_15";"15"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"15_20";"33"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"20_25";"74"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"25_30";"119"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"30_35";"132"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"35_40";"155"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"40_45";"104"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"45_50";"134"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"50_55";"119"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"55_60";"74"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"60_65";"77"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"65_70";"63"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"70_75";"33"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"75_80";"28"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"80_85";"12"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"85_90";"13"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"90_95";"6"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"A";"95 und älter";"6"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"00_05";"192"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"05_10";"160"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"10_15";"168"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"15_20";"175"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"20_25";"283"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"25_30";"339"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"30_35";"334"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"35_40";"307"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"40_45";"371"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"45_50";"429"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"50_55";"450"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"55_60";"402"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"60_65";"443"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"65_70";"374"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"70_75";"377"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"75_80";"209"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"80_85";"151"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"85_90";"155"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"90_95";"66"
"Charlottenburg-Wilmersdorf";"Halensee";"f";"D";"95 und älter";"27"
"Spandau";"Spandau";"m";"A";"00_05";"46"
"Spandau";"Spandau";"m";"A";"05_10";"61"
"Spandau";"Spandau";"m";"A";"10_15";"116"
"Spandau";"Spandau";"m";"A";"15_20";"128"
"Spandau";"Spandau";"m";"A";"20_25";"210"
"Spandau";"Spandau";"m";"A";"25_30";"263"
"Spandau";"Spandau";"m";"A";"30_35";"317"
"Spandau";"Spandau";"m";"A";"35_40";"283"
"Spandau";"Spandau";"m";"A";"40_45";"269"
"Spandau";"Spandau";"m";"A";"45_50";"249"
"Spandau";"Spandau";"m";"A";"50_55";"180"
"Spandau";"Spandau";"m";"A";"55_60";"126"
"Spandau";"Spandau";"m";"A";"60_65";"142"
"Spandau";"Spandau";"m";"A";"65_70";"137"
"Spandau";"Spandau";"m";"A";"70_75";"87"
"Spandau";"Spandau";"m";"A";"75_80";"63"
"Spandau";"Spandau";"m";"A";"80_85";"18"
"Spandau";"Spandau";"m";"A";"85_90";"4"
"Spandau";"Spandau";"m";"D";"00_05";"712"
"Spandau";"Spandau";"m";"D";"05_10";"609"
"Spandau";"Spandau";"m";"D";"10_15";"612"
"Spandau";"Spandau";"m";"D";"15_20";"680"
"Spandau";"Spandau";"m";"D";"20_25";"1093"
"Spandau";"Spandau";"m";"D";"25_30";"1211"
"Spandau";"Spandau";"m";"D";"30_35";"1019"
