"official_district";"district";"gender";"nationality";"age";"quantity"
"Neukölln";"Gropiusstadt";"m";"D";"40_45";"815"
"Neukölln";"Gropiusstadt";"m";"D";"45_50";"965"
"Neukölln";"Gropiusstadt";"m";"D";"50_55";"899"
"Neukölln";"Gropiusstadt";"m";"D";"55_60";"773"
"Neukölln";"Gropiusstadt";"m";"D";"60_65";"886"
"Neukölln";"Gropiusstadt";"m";"D";"65_70";"1125"
"Neukölln";"Gropiusstadt";"m";"D";"70_75";"1369"
"Neukölln";"Gropiusstadt";"m";"D";"75_80";"845"
"Neukölln";"Gropiusstadt";"m";"D";"80_85";"351"
"Neukölln";"Gropiusstadt";"m";"D";"85_90";"187"
"Neukölln";"Gropiusstadt";"m";"D";"90_95";"25"
"Neukölln";"Gropiusstadt";"m";"D";"95 und älter";"6"
"Neukölln";"Gropiusstadt";"f";"A";"00_05";"43"
"Neukölln";"Gropiusstadt";"f";"A";"05_10";"69"
"Neukölln";"Gropiusstadt";"f";"A";"10_15";"126"
"Neukölln";"Gropiusstadt";"f";"A";"15_20";"143"
"Neukölln";"Gropiusstadt";"f";"A";"20_25";"206"
"Neukölln";"Gropiusstadt";"f";"A";"25_30";"281"
"Neukölln";"Gropiusstadt";"f";"A";"30_35";"300"
"Neukölln";"Gropiusstadt";"f";"A";"35_40";"367"
"Neukölln";"Gropiusstadt";"f";"A";"40_45";"286"
"Neukölln";"Gropiusstadt";"f";"A";"45_50";"282"
"Neukölln";"Gropiusstadt";"f";"A";"50_55";"204"
"Neukölln";"Gropiusstadt";"f";"A";"55_60";"148"
"Neukölln";"Gropiusstadt";"f";"A";"60_65";"151"
"Neukölln";"Gropiusstadt";"f";"A";"65_70";"97"
"Neukölln";"Gropiusstadt";"f";"A";"70_75";"90"
"Neukölln";"Gropiusstadt";"f";"A";"75_80";"46"
"Neukölln";"Gropiusstadt";"f";"A";"80_85";"15"
"Neukölln";"Gropiusstadt";"f";"A";"85_90";"16"
"Neukölln";"Gropiusstadt";"f";"A";"90_95";"3"
"Neukölln";"Gropiusstadt";"f";"A";"95 und älter";"4"
"Neukölln";"Gropiusstadt";"f";"D";"00_05";"753"
"Neukölln";"Gropiusstadt";"f";"D";"05_10";"694"
"Neukölln";"Gropiusstadt";"f";"D";"10_15";"645"
"Neukölln";"Gropiusstadt";"f";"D";"15_20";"622"
"Neukölln";"Gropiusstadt";"f";"D";"20_25";"766"
"Neukölln";"Gropiusstadt";"f";"D";"25_30";"739"
"Neukölln";"Gropiusstadt";"f";"D";"30_35";"643"
"Neukölln";"Gropiusstadt";"f";"D";"35_40";"628"
"Neukölln";"Gropiusstadt";"f";"D";"40_45";"788"
"Neukölln";"Gropiusstadt";"f";"D";"45_50";"1045"
"Neukölln";"Gropiusstadt";"f";"D";"50_55";"994"
"Neukölln";"Gropiusstadt";"f";"D";"55_60";"1031"
"Neukölln";"Gropiusstadt";"f";"D";"60_65";"1234"
"Neukölln";"Gropiusstadt";"f";"D";"65_70";"1452"
"Neukölln";"Gropiusstadt";"f";"D";"70_75";"1751"
"Neukölln";"Gropiusstadt";"f";"D";"75_80";"1235"
"Neukölln";"Gropiusstadt";"f";"D";"80_85";"719"
"Neukölln";"Gropiusstadt";"f";"D";"85_90";"427"
"Neukölln";"Gropiusstadt";"f";"D";"90_95";"194"
"Neukölln";"Gropiusstadt";"f";"D";"95 und älter";"46"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"00_05";"16"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"05_10";"18"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"10_15";"15"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"15_20";"21"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"20_25";"36"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"25_30";"121"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"30_35";"124"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"35_40";"86"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"40_45";"82"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"45_50";"61"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"50_55";"27"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"55_60";"21"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"60_65";"22"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"65_70";"15"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"70_75";"3"
"Treptow-Köpenick";"Alt-Treptow";"m";"A";"75_80";"3"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"00_05";"332"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"05_10";"264"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"10_15";"154"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"15_20";"116"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"20_25";"208"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"25_30";"435"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"30_35";"634"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"35_40";"433"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"40_45";"435"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"45_50";"471"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"50_55";"361"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"55_60";"182"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"60_65";"168"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"65_70";"112"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"70_75";"144"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"75_80";"130"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"80_85";"68"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"85_90";"21"
"Treptow-Köpenick";"Alt-Treptow";"m";"D";"90_95";"12"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"00_05";"9"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"05_10";"19"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"10_15";"18"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"15_20";"34"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"20_25";"63"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"25_30";"120"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"30_35";"145"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"35_40";"85"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"40_45";"67"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"45_50";"51"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"50_55";"27"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"55_60";"18"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"60_65";"12"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"65_70";"10"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"70_75";"10"
"Treptow-Köpenick";"Alt-Treptow";"f";"A";"75_80";"3"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"00_05";"308"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"05_10";"201"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"10_15";"153"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"15_20";"114"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"20_25";"266"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"25_30";"588"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"30_35";"633"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"35_40";"406"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"40_45";"397"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"45_50";"354"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"50_55";"251"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"55_60";"199"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"60_65";"189"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"65_70";"152"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"70_75";"233"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"75_80";"158"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"80_85";"105"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"85_90";"66"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"90_95";"31"
"Treptow-Köpenick";"Alt-Treptow";"f";"D";"95 und älter";"13"
"Treptow-Köpenick";"Plänterwald";"m";"A";"10_15";"6"
"Treptow-Köpenick";"Plänterwald";"m";"A";"15_20";"6"
"Treptow-Köpenick";"Plänterwald";"m";"A";"20_25";"30"
"Treptow-Köpenick";"Plänterwald";"m";"A";"25_30";"18"
"Treptow-Köpenick";"Plänterwald";"m";"A";"30_35";"30"
"Treptow-Köpenick";"Plänterwald";"m";"A";"35_40";"39"
"Treptow-Köpenick";"Plänterwald";"m";"A";"40_45";"29"
"Treptow-Köpenick";"Plänterwald";"m";"A";"45_50";"24"
"Treptow-Köpenick";"Plänterwald";"m";"A";"50_55";"9"
"Treptow-Köpenick";"Plänterwald";"m";"A";"55_60";"9"
"Treptow-Köpenick";"Plänterwald";"m";"A";"65_70";"3"
"Treptow-Köpenick";"Plänterwald";"m";"A";"75_80";"3"
"Treptow-Köpenick";"Plänterwald";"m";"D";"00_05";"226"
"Treptow-Köpenick";"Plänterwald";"m";"D";"05_10";"177"
"Treptow-Köpenick";"Plänterwald";"m";"D";"10_15";"124"
"Treptow-Köpenick";"Plänterwald";"m";"D";"15_20";"105"
"Treptow-Köpenick";"Plänterwald";"m";"D";"20_25";"250"
"Treptow-Köpenick";"Plänterwald";"m";"D";"25_30";"433"
"Treptow-Köpenick";"Plänterwald";"m";"D";"30_35";"413"
"Treptow-Köpenick";"Plänterwald";"m";"D";"35_40";"318"
"Treptow-Köpenick";"Plänterwald";"m";"D";"40_45";"425"
"Treptow-Köpenick";"Plänterwald";"m";"D";"45_50";"463"
"Treptow-Köpenick";"Plänterwald";"m";"D";"50_55";"363"
"Treptow-Köpenick";"Plänterwald";"m";"D";"55_60";"233"
"Treptow-Köpenick";"Plänterwald";"m";"D";"60_65";"211"
"Treptow-Köpenick";"Plänterwald";"m";"D";"65_70";"209"
"Treptow-Köpenick";"Plänterwald";"m";"D";"70_75";"383"
"Treptow-Köpenick";"Plänterwald";"m";"D";"75_80";"312"
"Treptow-Köpenick";"Plänterwald";"m";"D";"80_85";"172"
"Treptow-Köpenick";"Plänterwald";"m";"D";"85_90";"55"
"Treptow-Köpenick";"Plänterwald";"m";"D";"90_95";"15"
"Treptow-Köpenick";"Plänterwald";"f";"A";"10_15";"6"
"Treptow-Köpenick";"Plänterwald";"f";"A";"15_20";"3"
"Treptow-Köpenick";"Plänterwald";"f";"A";"20_25";"21"
"Treptow-Köpenick";"Plänterwald";"f";"A";"25_30";"39"
"Treptow-Köpenick";"Plänterwald";"f";"A";"30_35";"38"
"Treptow-Köpenick";"Plänterwald";"f";"A";"35_40";"27"
"Treptow-Köpenick";"Plänterwald";"f";"A";"40_45";"24"
"Treptow-Köpenick";"Plänterwald";"f";"A";"45_50";"18"
"Treptow-Köpenick";"Plänterwald";"f";"A";"50_55";"11"
"Treptow-Köpenick";"Plänterwald";"f";"A";"55_60";"3"
"Treptow-Köpenick";"Plänterwald";"f";"A";"60_65";"3"
"Treptow-Köpenick";"Plänterwald";"f";"A";"70_75";"3"
"Treptow-Köpenick";"Plänterwald";"f";"A";"75_80";"6"
"Treptow-Köpenick";"Plänterwald";"f";"D";"00_05";"205"
"Treptow-Köpenick";"Plänterwald";"f";"D";"05_10";"166"
"Treptow-Köpenick";"Plänterwald";"f";"D";"10_15";"127"
"Treptow-Köpenick";"Plänterwald";"f";"D";"15_20";"109"
"Treptow-Köpenick";"Plänterwald";"f";"D";"20_25";"329"
"Treptow-Köpenick";"Plänterwald";"f";"D";"25_30";"394"
"Treptow-Köpenick";"Plänterwald";"f";"D";"30_35";"386"
"Treptow-Köpenick";"Plänterwald";"f";"D";"35_40";"280"
"Treptow-Köpenick";"Plänterwald";"f";"D";"40_45";"337"
"Treptow-Köpenick";"Plänterwald";"f";"D";"45_50";"404"
"Treptow-Köpenick";"Plänterwald";"f";"D";"50_55";"340"
"Treptow-Köpenick";"Plänterwald";"f";"D";"55_60";"253"
"Treptow-Köpenick";"Plänterwald";"f";"D";"60_65";"242"
"Treptow-Köpenick";"Plänterwald";"f";"D";"65_70";"363"
"Treptow-Köpenick";"Plänterwald";"f";"D";"70_75";"579"
"Treptow-Köpenick";"Plänterwald";"f";"D";"75_80";"477"
"Treptow-Köpenick";"Plänterwald";"f";"D";"80_85";"293"
"Treptow-Köpenick";"Plänterwald";"f";"D";"85_90";"118"
"Treptow-Köpenick";"Plänterwald";"f";"D";"90_95";"42"
"Treptow-Köpenick";"Plänterwald";"f";"D";"95 und älter";"15"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"00_05";"12"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"05_10";"6"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"10_15";"9"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"15_20";"28"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"20_25";"37"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"25_30";"49"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"30_35";"57"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"35_40";"45"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"40_45";"45"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"45_50";"30"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"50_55";"24"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"55_60";"22"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"60_65";"16"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"70_75";"12"
"Treptow-Köpenick";"Baumschulenweg";"m";"A";"75_80";"6"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"00_05";"335"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"05_10";"252"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"10_15";"243"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"15_20";"210"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"20_25";"465"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"25_30";"715"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"30_35";"632"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"35_40";"414"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"40_45";"578"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"45_50";"731"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"50_55";"491"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"55_60";"409"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"60_65";"305"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"65_70";"323"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"70_75";"625"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"75_80";"562"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"80_85";"323"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"85_90";"82"
"Treptow-Köpenick";"Baumschulenweg";"m";"D";"90_95";"32"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"00_05";"14"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"05_10";"12"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"10_15";"9"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"15_20";"25"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"20_25";"33"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"25_30";"60"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"30_35";"35"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"35_40";"62"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"40_45";"44"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"45_50";"18"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"50_55";"15"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"55_60";"13"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"60_65";"6"
"Treptow-Köpenick";"Baumschulenweg";"f";"A";"70_75";"11"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"00_05";"336"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"05_10";"199"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"10_15";"257"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"15_20";"217"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"20_25";"610"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"25_30";"693"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"30_35";"596"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"35_40";"388"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"40_45";"529"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"45_50";"666"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"50_55";"460"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"55_60";"421"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"60_65";"350"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"65_70";"441"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"70_75";"1012"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"75_80";"796"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"80_85";"380"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"85_90";"231"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"90_95";"89"
"Treptow-Köpenick";"Baumschulenweg";"f";"D";"95 und älter";"33"
"Treptow-Köpenick";"Johannisthal";"m";"A";"00_05";"4"
"Treptow-Köpenick";"Johannisthal";"m";"A";"05_10";"12"
"Treptow-Köpenick";"Johannisthal";"m";"A";"10_15";"6"
"Treptow-Köpenick";"Johannisthal";"m";"A";"15_20";"10"
"Treptow-Köpenick";"Johannisthal";"m";"A";"20_25";"19"
"Treptow-Köpenick";"Johannisthal";"m";"A";"25_30";"25"
"Treptow-Köpenick";"Johannisthal";"m";"A";"30_35";"19"
"Treptow-Köpenick";"Johannisthal";"m";"A";"35_40";"24"
"Treptow-Köpenick";"Johannisthal";"m";"A";"40_45";"25"
"Treptow-Köpenick";"Johannisthal";"m";"A";"45_50";"27"
"Treptow-Köpenick";"Johannisthal";"m";"A";"50_55";"15"
"Treptow-Köpenick";"Johannisthal";"m";"A";"55_60";"9"
"Treptow-Köpenick";"Johannisthal";"m";"A";"60_65";"6"
"Treptow-Köpenick";"Johannisthal";"m";"A";"65_70";"9"
"Treptow-Köpenick";"Johannisthal";"m";"A";"70_75";"10"
"Treptow-Köpenick";"Johannisthal";"m";"D";"00_05";"392"
"Treptow-Köpenick";"Johannisthal";"m";"D";"05_10";"354"
"Treptow-Köpenick";"Johannisthal";"m";"D";"10_15";"294"
"Treptow-Köpenick";"Johannisthal";"m";"D";"15_20";"276"
"Treptow-Köpenick";"Johannisthal";"m";"D";"20_25";"514"
"Treptow-Köpenick";"Johannisthal";"m";"D";"25_30";"585"
"Treptow-Köpenick";"Johannisthal";"m";"D";"30_35";"615"
"Treptow-Köpenick";"Johannisthal";"m";"D";"35_40";"477"
"Treptow-Köpenick";"Johannisthal";"m";"D";"40_45";"680"
"Treptow-Köpenick";"Johannisthal";"m";"D";"45_50";"799"
"Treptow-Köpenick";"Johannisthal";"m";"D";"50_55";"653"
"Treptow-Köpenick";"Johannisthal";"m";"D";"55_60";"512"
"Treptow-Köpenick";"Johannisthal";"m";"D";"60_65";"434"
"Treptow-Köpenick";"Johannisthal";"m";"D";"65_70";"411"
"Treptow-Köpenick";"Johannisthal";"m";"D";"70_75";"653"
"Treptow-Köpenick";"Johannisthal";"m";"D";"75_80";"501"
"Treptow-Köpenick";"Johannisthal";"m";"D";"80_85";"242"
"Treptow-Köpenick";"Johannisthal";"m";"D";"85_90";"82"
"Treptow-Köpenick";"Johannisthal";"m";"D";"90_95";"36"
"Treptow-Köpenick";"Johannisthal";"f";"A";"00_05";"9"
"Treptow-Köpenick";"Johannisthal";"f";"A";"05_10";"10"
"Treptow-Köpenick";"Johannisthal";"f";"A";"10_15";"9"
"Treptow-Köpenick";"Johannisthal";"f";"A";"15_20";"3"
"Treptow-Köpenick";"Johannisthal";"f";"A";"20_25";"15"
"Treptow-Köpenick";"Johannisthal";"f";"A";"25_30";"29"
"Treptow-Köpenick";"Johannisthal";"f";"A";"30_35";"46"
"Treptow-Köpenick";"Johannisthal";"f";"A";"35_40";"36"
"Treptow-Köpenick";"Johannisthal";"f";"A";"40_45";"33"
"Treptow-Köpenick";"Johannisthal";"f";"A";"45_50";"18"
"Treptow-Köpenick";"Johannisthal";"f";"A";"50_55";"15"
"Treptow-Köpenick";"Johannisthal";"f";"A";"55_60";"16"
"Treptow-Köpenick";"Johannisthal";"f";"A";"60_65";"6"
"Treptow-Köpenick";"Johannisthal";"f";"A";"70_75";"3"
"Treptow-Köpenick";"Johannisthal";"f";"A";"75_80";"3"
"Treptow-Köpenick";"Johannisthal";"f";"A";"85_90";"3"
"Treptow-Köpenick";"Johannisthal";"f";"D";"00_05";"368"
"Treptow-Köpenick";"Johannisthal";"f";"D";"05_10";"357"
"Treptow-Köpenick";"Johannisthal";"f";"D";"10_15";"271"
"Treptow-Köpenick";"Johannisthal";"f";"D";"15_20";"240"
"Treptow-Köpenick";"Johannisthal";"f";"D";"20_25";"508"
"Treptow-Köpenick";"Johannisthal";"f";"D";"25_30";"585"
"Treptow-Köpenick";"Johannisthal";"f";"D";"30_35";"549"
"Treptow-Köpenick";"Johannisthal";"f";"D";"35_40";"456"
"Treptow-Köpenick";"Johannisthal";"f";"D";"40_45";"639"
"Treptow-Köpenick";"Johannisthal";"f";"D";"45_50";"815"
"Treptow-Köpenick";"Johannisthal";"f";"D";"50_55";"618"
"Treptow-Köpenick";"Johannisthal";"f";"D";"55_60";"537"
"Treptow-Köpenick";"Johannisthal";"f";"D";"60_65";"490"
"Treptow-Köpenick";"Johannisthal";"f";"D";"65_70";"546"
"Treptow-Köpenick";"Johannisthal";"f";"D";"70_75";"947"
"Treptow-Köpenick";"Johannisthal";"f";"D";"75_80";"608"
"Treptow-Köpenick";"Johannisthal";"f";"D";"80_85";"404"
"Treptow-Köpenick";"Johannisthal";"f";"D";"85_90";"217"
"Treptow-Köpenick";"Johannisthal";"f";"D";"90_95";"89"
"Treptow-Köpenick";"Johannisthal";"f";"D";"95 und älter";"26"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"00_05";"12"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"05_10";"3"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"10_15";"9"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"15_20";"28"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"20_25";"77"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"25_30";"84"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"30_35";"64"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"35_40";"67"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"40_45";"48"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"45_50";"25"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"50_55";"21"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"55_60";"21"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"60_65";"6"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"65_70";"3"
"Treptow-Köpenick";"Niederschöneweide";"m";"A";"70_75";"3"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"00_05";"224"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"05_10";"179"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"10_15";"151"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"15_20";"145"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"20_25";"329"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"25_30";"484"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"30_35";"417"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"35_40";"289"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"40_45";"309"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"45_50";"407"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"50_55";"347"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"55_60";"249"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"60_65";"248"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"65_70";"205"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"70_75";"327"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"75_80";"278"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"80_85";"142"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"85_90";"33"
"Treptow-Köpenick";"Niederschöneweide";"m";"D";"90_95";"18"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"05_10";"3"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"10_15";"10"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"15_20";"9"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"20_25";"19"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"25_30";"25"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"30_35";"31"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"35_40";"35"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"40_45";"21"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"45_50";"21"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"50_55";"6"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"55_60";"10"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"60_65";"12"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"70_75";"3"
"Treptow-Köpenick";"Niederschöneweide";"f";"A";"75_80";"3"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"00_05";"226"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"05_10";"176"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"10_15";"136"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"15_20";"132"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"20_25";"377"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"25_30";"464"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"30_35";"385"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"35_40";"241"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"40_45";"294"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"45_50";"334"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"50_55";"278"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"55_60";"292"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"60_65";"241"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"65_70";"239"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"70_75";"456"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"75_80";"382"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"80_85";"196"
"Treptow-Köpenick";"Niederschöneweide";"f";"D";"85_90";"90"
